1000||11
1000||31
1000||32
1000||43
1000||47
1000||49
1000||69
1000||76
1000||77
1001||2
1001||32
1001||43
1001||47
1001||73
1001||76
1002||26
1002||3
1002||32
1002||33
1002||55
1002||76
1002||93
1003||73
1004||27
1005||11
1005||31
1005||32
1005||33
1005||40
1005||55
1005||58
1005||76
1005||78
1005||89
1005||93
1006||2
1006||31
1006||32
1007||14
1007||29
1007||31
1007||32
1007||33
1007||43
1007||47
1007||55
1007||73
1007||93
1008||1
1008||32
1008||44
1008||47
1008||56
1009||1
1009||14
1009||17
1009||24
1009||31
1009||4
1009||93
100||11
100||12
100||40
1010||31
1010||32
1010||33
1010||47
1010||85
1011||31
1011||32
1011||40
1011||41
1011||5
1011||52
1011||60
1011||69
1011||92
1012||12
1012||18
1012||19
1012||67
1013||11
1013||24
1013||63
1014||25
1014||3
1014||33
1014||45
1014||47
1014||52
1014||76
1015||2
1015||43
1015||52
1015||60
1015||61
1015||69
1016||27
1016||82
1017||27
1017||47
1017||60
1018||27
1018||28
1019||17
1019||24
1019||27
1019||32
1019||36
1019||5
1019||92
101||32
101||36
101||44
101||56
101||81
1020||15
1020||40
1021||15
1021||74
1022||32
1023||27
1024||44
1024||47
1024||55
1024||58
1024||73
1025||11
1025||12
1025||2
1025||24
1025||32
1025||73
1026||30
1026||31
1026||32
1026||33
1026||49
1026||69
1026||89
1027||64
1027||76
1028||29
1029||3
1029||32
1029||60
1029||69
1029||89
1029||91
102||27
1030||60
1030||73
1031||40
1031||43
1031||87
1032||18
1033||17
1033||88
1034||29
1035||1
1035||32
1035||33
1035||40
1035||88
1036||3
1036||40
1036||88
1037||40
1038||29
1039||14
1039||24
1039||31
1039||33
1039||69
1039||89
103||32
103||36
103||47
103||6
103||81
1040||59
1040||60
1040||83
1041||60
1041||75
1042||59
1042||60
1042||83
1043||27
1043||82
1044||12
1044||25
1044||33
1044||38
1044||60
1044||62
1045||73
1046||40
1047||17
1047||37
1047||42
1047||60
1047||86
1047||88
1047||89
1048||1
1048||21
1048||24
1048||27
1048||29
1048||33
1048||36
1048||5
1048||50
1048||6
1048||60
1048||64
1048||69
1048||81
1048||93
1049||27
104||28
1050||31
1050||32
1050||33
1050||47
1050||56
1050||60
1051||27
1052||11
1052||14
1052||29
1052||33
1053||10
1053||11
1053||32
1053||5
1053||55
1053||60
1053||69
1053||92
1054||47
1054||50
1054||52
1054||60
1054||69
1054||86
1055||15
1055||24
1055||31
1055||32
1055||34
1055||47
1055||76
1055||89
1056||27
1057||32
1058||27
1059||27
105||13
1060||1
1060||14
1060||17
1060||24
1060||69
1060||93
1061||32
1061||60
1062||5
1062||69
1062||81
1062||92
1063||36
1063||5
1064||11
1064||2
1064||32
1064||43
1064||55
1064||69
1064||73
1065||32
1065||55
1066||24
1066||47
1066||48
1066||52
1066||69
1066||86
1067||31
1067||32
1067||73
1068||1
1068||29
1068||30
1068||32
1068||33
1068||4
1068||47
1068||73
1068||86
1068||89
1069||24
1069||25
1069||3
1069||37
1069||47
1069||84
106||3
1070||14
1070||33
1070||50
1070||89
1071||14
1071||24
1071||29
1071||33
1071||4
1071||69
1071||93
1072||44
1072||60
1073||23
1073||3
1073||35
1073||40
1073||88
1074||16
1074||24
1074||3
1074||32
1074||33
1074||36
1074||48
1074||52
1074||64
1074||78
1075||3
1075||9
1076||32
1076||78
1077||27
1078||32
1078||55
1078||74
1078||9
1079||31
1079||32
1079||33
1079||46
1079||47
1079||55
1079||73
1079||76
107||27
1080||27
1080||28
1081||32
1082||40
1082||5
1083||32
1083||47
1083||56
1083||78
1084||3
1084||55
1084||58
1085||27
1086||33
1086||43
1086||52
1086||64
1086||69
1086||86
1086||89
1087||14
1087||29
1087||32
1088||1
1088||24
1089||40
108||12
108||29
108||32
108||33
108||60
108||76
1090||31
1090||32
1090||73
1090||76
1090||78
1091||50
1091||69
1092||40
1092||56
1093||27
1094||91
1095||27
1096||40
1097||40
1097||88
1098||40
1099||3
1099||84
1099||90
109||27
10||1
10||3
10||50
10||52
10||69
10||86
1100||10
1100||11
1100||12
1100||24
1100||27
1100||43
1100||73
1101||10
1101||12
1101||22
1101||52
1101||54
1101||59
1101||60
1101||64
1101||69
1101||78
1102||13
1103||11
1103||32
1103||33
1103||5
1103||92
1104||3
1104||9
1105||31
1105||32
1105||33
1105||63
1105||69
1105||73
1105||93
1106||17
1106||32
1106||40
1106||71
1107||27
1108||17
1108||23
1108||3
1108||37
1108||40
1108||87
1108||9
1109||32
110||11
110||12
110||29
110||54
110||93
1110||11
1111||10
1111||11
1111||12
1111||29
1111||31
1111||32
1111||33
1111||73
1112||30
1112||52
1112||63
1112||64
1112||78
1113||11
1113||32
1113||33
1113||40
1113||43
1113||55
1113||76
1113||87
1114||17
1114||24
1114||44
1114||48
1114||56
1114||69
1114||86
1115||11
1115||3
1115||33
1115||46
1115||55
1115||77
1115||78
1116||1
1116||17
1116||32
1116||44
1116||47
1116||52
1116||56
1116||78
1117||1
1117||17
1117||24
1117||32
1118||14
1118||29
1118||33
1118||36
1118||5
1118||81
1118||92
1119||17
1119||24
1119||29
1119||30
1119||31
1119||32
1119||33
1119||34
1119||44
1119||47
1119||58
1119||78
1119||85
1119||89
111||72
1120||15
1120||32
1120||40
1120||58
1120||73
1120||90
1121||1
1121||3
1121||32
1121||36
1121||78
1122||1
1122||24
1122||31
1122||32
1122||43
1122||46
1122||76
1123||27
1124||90
1125||47
1125||56
1126||1
1126||29
1126||43
1126||47
1126||55
1126||60
1126||62
1127||1
1127||17
1127||33
1127||39
1127||47
1127||56
1128||60
1129||10
1129||12
1129||25
1129||60
1129||87
112||27
1130||1
1130||17
1130||32
1130||44
1130||45
1130||55
1130||76
1130||78
1131||25
1131||3
1131||50
1131||52
1131||69
1131||70
1131||76
1131||84
1131||86
1132||12
1132||40
1132||59
1132||60
1133||32
1133||33
1133||64
1133||69
1133||86
1134||40
1134||88
1134||90
1135||11
1135||44
1135||47
1135||56
1136||40
1136||87
1136||88
1137||10
1137||12
1137||15
1137||16
1137||32
1137||40
1137||44
1137||47
1137||55
1137||60
1137||76
1137||78
1137||87
1138||88
1139||1
1139||31
1139||32
113||49
113||73
1140||14
1140||31
1140||32
1140||7
1140||85
1141||10
1141||3
1142||29
1143||12
1144||32
1144||40
1144||47
1144||78
1145||17
1145||32
1145||35
1145||37
1145||40
1145||78
1146||11
1146||31
1146||32
1146||33
1146||55
1146||76
1147||15
1147||55
1148||40
1148||47
1149||88
114||11
114||5
114||92
1150||1
1150||32
1150||5
1151||32
1151||43
1152||17
1152||60
1152||73
1153||74
1154||32
1154||47
1154||52
1154||62
1155||32
1155||33
1155||4
1156||32
1156||55
1157||32
1158||1
1158||27
1158||28
1158||3
1158||47
1158||52
1158||56
1159||32
1159||40
1159||87
115||18
115||32
115||43
115||45
115||51
115||60
115||63
1160||11
1160||32
1160||33
1160||78
1161||14
1161||17
1161||24
1161||29
1161||32
1161||36
1161||5
1161||6
1161||60
1161||69
1161||78
1161||81
1161||92
1162||11
1162||32
1162||49
1163||11
1163||20
1163||32
1163||43
1163||44
1163||47
1163||53
1163||57
1163||60
1163||69
1163||78
1163||86
1164||47
1164||63
1164||74
1164||76
1165||10
1165||12
1166||1
1166||32
1166||40
1166||43
1166||47
1166||55
1166||73
1167||24
1167||3
1167||30
1167||32
1167||69
1167||78
1167||89
1168||14
1168||15
1168||29
1168||32
1168||33
1168||40
1168||69
1168||76
1168||78
1169||1
1169||31
1169||32
1169||40
1169||45
1169||47
1169||59
1169||60
1169||61
116||29
1170||11
1170||2
1170||32
1170||49
1170||55
1170||60
1170||69
1170||89
1171||1
1171||17
1171||24
1171||3
1171||32
1171||33
1171||44
1171||78
1171||91
1172||17
1172||37
1172||40
1173||40
1174||11
1174||32
1175||14
1175||24
1175||29
1175||32
1175||33
1175||47
1175||55
1175||78
1176||31
1176||32
1176||33
1176||49
1176||55
1176||73
1177||1
1177||14
1177||15
1177||24
1177||29
1177||4
1177||42
1177||73
1177||9
1178||24
1178||33
1178||93
1179||10
1179||11
1179||12
1179||5
117||59
117||65
117||83
1180||11
1180||32
1180||43
1180||63
1180||64
1180||78
1181||11
1181||32
1181||73
1182||1
1182||24
1182||32
1182||33
1182||44
1183||17
1183||40
1183||52
1183||59
1183||60
1184||32
1185||32
1185||51
1185||60
1185||69
1185||73
1185||78
1185||89
1186||1
1186||14
1186||24
1186||33
1186||4
1187||32
1187||40
1187||50
1187||69
1187||87
1188||25
1188||52
1189||1
1189||32
1189||33
1189||47
1189||76
1189||78
118||11
118||15
118||32
118||43
118||55
1190||3
1190||32
1190||40
1190||49
1191||14
1191||29
1191||33
1192||12
1193||17
1193||32
1193||37
1193||40
1194||1
1194||29
1194||31
1194||60
1194||74
1194||90
1195||10
1195||12
1195||60
1196||27
1197||14
1197||24
1197||29
1197||33
1197||47
1197||56
1198||1
1198||10
1198||24
1198||3
1198||30
1198||31
1198||32
1198||33
1198||40
1198||43
1198||46
1198||47
1198||5
1198||51
1198||52
1198||55
1198||60
1198||69
1198||73
1198||76
1198||78
1198||89
1198||9
1198||91
1198||92
1198||93
1199||15
119||36
119||50
119||51
119||52
119||86
11||27
1200||10
1200||12
1200||32
1200||36
1201||32
1201||69
1201||78
1202||33
1202||69
1202||89
1203||40
1204||17
1204||24
1204||59
1204||60
1204||73
1205||27
1205||28
1206||27
1206||28
1207||29
1208||29
1208||30
1208||32
1208||46
1208||47
1208||69
1208||78
1209||15
1209||40
1209||43
1209||44
1209||47
1209||55
120||10
120||12
120||40
120||60
1210||11
1211||60
1212||17
1212||24
1212||38
1212||59
1212||60
1212||62
1213||1
1213||17
1213||3
1213||32
1213||44
1213||47
1213||78
1214||16
1214||32
1214||47
1214||60
1214||78
1215||5
1216||55
1217||1
1217||17
1217||32
1217||37
1217||47
1217||71
1218||32
1218||33
1218||69
1218||76
1218||78
1218||89
1219||11
1219||14
1219||2
1219||33
1219||4
1219||43
1219||55
1219||93
121||51
121||52
121||63
121||86
1220||29
1221||1
1221||30
1221||32
1221||44
1221||47
1221||55
1221||76
1221||80
1222||13
1222||60
1223||27
1224||31
1224||32
1224||4
1224||51
1224||63
1224||76
1224||93
1225||32
1225||36
1225||56
1225||57
1225||58
1225||59
1225||69
1225||83
1226||10
1226||32
1226||60
1227||1
1227||52
1227||69
1227||78
1228||1
1228||32
1229||32
1229||49
1229||55
122||32
122||76
1230||32
1230||4
1230||54
1230||60
1231||11
1231||55
1232||31
1232||32
1232||56
1233||27
1234||56
1234||60
1234||89
1235||1
1235||29
1235||32
1235||33
1235||57
1235||60
1236||15
1236||32
1236||40
1236||48
1236||76
1236||78
1236||8
1237||32
1237||43
1238||10
1238||32
1238||55
1238||69
1238||78
1238||86
1238||89
1238||91
1239||27
123||1
123||57
123||59
123||60
123||62
123||75
1240||27
1241||1
1241||17
1241||25
1241||31
1241||32
1241||33
1241||63
1241||76
1241||78
1242||1
1242||17
1242||24
1242||3
1242||32
1242||34
1243||32
1243||64
1243||78
1244||31
1244||32
1244||33
1244||4
1244||40
1244||43
1244||47
1244||50
1244||55
1244||69
1244||7
1244||86
1244||87
1245||43
1245||60
1245||64
1245||78
1246||17
1246||22
1246||3
1246||54
1246||59
1246||60
1247||27
1247||3
1247||9
1248||47
1248||73
1249||27
124||17
124||23
124||24
124||27
124||3
124||37
124||48
124||64
124||69
1250||14
1250||29
1250||33
1250||93
1251||17
1251||3
1251||55
1252||10
1252||11
1252||12
1252||16
1252||17
1252||60
1253||29
1254||11
1254||24
1254||60
1254||62
1254||66
1255||12
1255||17
1255||24
1255||3
1255||31
1255||32
1255||33
1255||34
1255||36
1255||40
1255||41
1255||55
1255||58
1255||60
1255||69
1255||78
1255||86
1255||88
1255||91
1255||93
1256||17
1256||24
1256||3
1256||44
1256||45
1256||48
1257||1
1257||32
1257||64
1257||78
1258||40
1258||87
1259||2
125||11
125||12
125||61
125||72
1260||24
1260||33
1260||5
1260||50
1260||69
1260||70
1260||86
1260||92
1261||40
1262||31
1262||32
1262||63
1262||73
1262||76
1262||78
1262||93
1263||1
1263||32
1263||33
1263||47
1263||69
1263||70
1263||86
1264||31
1264||32
1264||33
1264||42
1264||49
1264||63
1264||69
1264||78
1264||90
1265||33
1265||89
1266||17
1266||25
1266||37
1266||40
1266||8
1267||12
1267||29
1267||32
1267||4
1268||31
1268||32
1268||4
1268||55
1268||58
1268||93
1269||90
126||27
1270||11
1270||2
1271||12
1271||60
1272||14
1272||31
1272||32
1272||33
1272||63
1272||78
1272||93
1273||40
1273||87
1274||40
1274||44
1274||45
1274||87
1275||40
1275||60
1276||28
1277||3
1277||32
1277||47
1277||55
1277||92
1278||40
1278||60
1279||27
127||14
127||29
127||33
127||47
127||56
1280||10
1280||12
1280||32
1280||33
1280||38
1280||40
1280||62
1281||17
1281||26
1281||3
1281||34
1281||35
1281||38
1281||52
1281||69
1282||33
1282||52
1282||73
1282||89
1282||9
1283||5
1283||92
1284||27
1285||1
1285||32
1285||42
1285||44
1285||73
1286||15
1286||32
1286||33
1286||47
1286||71
1286||91
1286||93
1287||14
1287||29
1288||17
1288||37
1288||40
1288||60
1289||23
1289||3
1289||35
1289||40
1289||60
1289||9
128||12
128||16
128||24
128||58
128||59
128||60
128||69
1290||29
1290||33
1290||40
1290||47
1290||56
1290||60
1291||27
1292||29
1293||20
1293||22
1293||3
1293||50
1293||58
1293||60
1293||69
1293||86
1294||40
1294||43
1294||51
1294||55
1294||58
1294||87
1295||27
1296||29
1296||31
1296||32
1296||43
1297||15
1297||31
1297||32
1297||33
1297||47
1297||76
1297||93
1298||58
1299||31
1299||32
1299||33
1299||47
1299||76
129||27
12||1
12||32
12||60
1300||12
1300||32
1300||40
1301||10
1301||12
1301||14
1301||2
1301||29
1301||32
1301||33
1301||47
1301||52
1301||55
1301||60
1301||76
1301||85
1302||10
1302||11
1302||12
1302||15
1302||18
1302||19
1302||89
1303||32
1303||55
1304||29
1305||31
1305||32
1305||33
1305||43
1305||47
1305||55
1305||60
1305||73
1305||76
1306||29
1307||10
1307||11
1307||12
1307||32
1307||43
1307||44
1307||54
1307||58
1308||32
1308||38
1308||60
1309||14
1309||17
1309||24
1309||40
1309||42
1309||63
130||1
130||14
130||27
130||33
130||4
130||50
130||69
1310||14
1310||17
1310||24
1310||29
1310||3
1310||32
1310||33
1310||40
1310||42
1310||47
1310||48
1310||49
1310||50
1310||52
1310||58
1310||64
1310||69
1310||7
1310||76
1310||78
1310||86
1310||87
1310||89
1311||32
1311||40
1311||55
1311||58
1311||73
1311||85
1312||40
1312||90
1313||3
1313||60
1313||62
1313||9
1314||3
1314||60
1314||84
1315||1
1315||15
1315||3
1315||40
1315||43
1315||73
1315||90
1316||17
1316||21
1316||23
1316||3
1316||32
