company_id,name,created_at,updated_at,domain_id
3200,㈜이원헬스케어,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3201,현승코리아㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3202,피듀시어리테크 코리아,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3203,㈜마이플랫,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3204,㈜브랜딩파트너스,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3205,어큐시스,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3206,제이엠소프트,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3207,㈜엔피날,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3208,㈜스포테인프라임,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3209,㈜안셈,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3210,이수정보㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3211,㈜아트플로우,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3212,㈜헥토이노베이션,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3213,에프엔디,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3214,㈜제이콘,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3215,㈜만사시스템,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3216,헤네 HENE,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3217,㈜플랜핏,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3218,비오스드림,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3219,㈜대현정보기술,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3220,㈜한국기업보안,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3221,아이엔에쓰,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3222,㈜엔에스스마트,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3223,㈜소만사,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3224,미디어젠㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3225,㈜브이피피랩,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3226,㈜글로벌텔레콤,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3227,어빌리티 시스템즈,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3228,㈜엠텔레텍,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3229,㈜지에스아이오토모티브,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3230,㈜유앤피플,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3231,㈜위즈베이스,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3232,새솔테크㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3233,㈜허쉬드,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3234,주식회사 씨엘라이트,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3235,레몬헬스케어,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3236,에스큐아이소프트㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3237,㈜디어소프트,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3238,머니박스,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3239,㈜다윈정보시스템,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3240,㈜심스리얼리티,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3241,칵테일아이오(주),2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3242,제이원유니콘,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3243,㈜데이터마케팅코리아,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3244,㈜핀모든,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3245,㈜한국클라우드,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3246,㈜만풍농업회사법인,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3247,㈜포이텍,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3248,지아이랩,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3249,룩독,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3250,㈜블룸에이아이,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3251,㈜어딩,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3252,㈜지티씨코리아,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3253,㈜퍼브,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3254,㈜앨트리,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3255,㈜메디캐스트,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3256,㈜인터비즈시스템,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3257,㈜유비씨,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3258,㈜진우소프트이노베이션,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3259,㈜애딥,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3260,㈜와이비엠넷,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3261,㈜코리아메디케어,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3262,㈜디지토피아,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3263,하만커넥티드서비시즈인크,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3264,㈜엔에이피에스,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3265,로픈,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3266,하우스플러스㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3267,㈜에스아이에이,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3268,웹플래닛,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3269,㈜코드브릿지엑스,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3270,헬스앤뷰티㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3271,㈜여보야,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3272,㈜넷츠,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3273,㈜아티클,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3274,㈜위블리스,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3275,㈜포커스블루,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3276,씨앤토트㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3277,㈜엔플러그,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3278,㈜영명소프트,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3279,㈜건우솔루션,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3280,㈜이안아이티컨설팅,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3281,㈜아이노보,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3282,㈜메이젠인터렉트,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3283,㈜공생,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3284,㈜앱이지,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3285,시선소프트㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3286,㈜티엔블루,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3287,영프라자㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3288,㈜하이브랩,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3289,디에스패션(DS FASHION),2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3290,㈜리비바이오,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3291,㈜로아,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3292,모빌테크,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3293,㈜HYSOFT,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3294,로얄스트리머㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3295,엔에이치엔인재아이엔씨㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3296,㈜이네스닷컴,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3297,㈜선주소프트,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3298,엔시큐어㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3299,아이티펍㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3300,새벽다섯시,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3301,㈜아이스크림미디어,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3302,앤시정보기술㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3303,낙스넷㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3304,㈜수펙스테크놀러지,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
3305,BNF테크놀로지㈜,2026-03-17 20:04:52,2026-03-17 20:04:52,10007
