domain_id,domain_name,기업명,스킬
10007,IT정보통신업,㈜한컴즈,MSSQL
10007,IT정보통신업,㈜이원헬스케어,C#
10007,IT정보통신업,㈜이원헬스케어,MSSQL
10007,IT정보통신업,㈜이원헬스케어,Oracle
10007,IT정보통신업,㈜이원헬스케어,SQL
10007,IT정보통신업,현승코리아㈜,HTML
10007,IT정보통신업,피듀시어리테크 코리아,React
10007,IT정보통신업,㈜마이플랫,AWS
10007,IT정보통신업,㈜마이플랫,MySQL
10007,IT정보통신업,㈜브랜딩파트너스,CSS
10007,IT정보통신업,㈜브랜딩파트너스,HTML
10007,IT정보통신업,㈜브랜딩파트너스,JavaScript
10007,IT정보통신업,어큐시스,Google Analytics
10007,IT정보통신업,어큐시스,Embedded Linux
10007,IT정보통신업,어큐시스,Embedded
10007,IT정보통신업,제이엠소프트,Vue.js
10007,IT정보통신업,㈜엔피날,Google Analytics
10007,IT정보통신업,㈜엔피날,SQL
10007,IT정보통신업,㈜엔피날,GitHub
10007,IT정보통신업,㈜엔피날,Android
10007,IT정보통신업,㈜엔피날,AWS
10007,IT정보통신업,㈜엔피날,iOS
10007,IT정보통신업,㈜엔피날,Java
10007,IT정보통신업,㈜엔피날,JavaScript
10007,IT정보통신업,㈜엔피날,Node.js
10007,IT정보통신업,㈜엔피날,Python
10007,IT정보통신업,㈜엔피날,React
10007,IT정보통신업,㈜엔피날,Spring
10007,IT정보통신업,㈜스포테인프라임,API
10007,IT정보통신업,㈜안셈,Oracle
10007,IT정보통신업,㈜안셈,React
10007,IT정보통신업,㈜안셈,Spring Boot
10007,IT정보통신업,이수정보㈜,ASP.NET
10007,IT정보통신업,이수정보㈜,React
10007,IT정보통신업,㈜아트플로우,Java
10007,IT정보통신업,㈜아트플로우,MyBatis
10007,IT정보통신업,㈜아트플로우,Node.js
10007,IT정보통신업,㈜아트플로우,PostgreSQL
10007,IT정보통신업,㈜아트플로우,React
10007,IT정보통신업,㈜아트플로우,Redis
