domain_id,domain_name,기업명,스킬
10001,서비스업,㈜지비에프엔씨,API
10001,서비스업,㈜지비에프엔씨,Java
10001,서비스업,㈜지비에프엔씨,Python
10001,서비스업,㈜맨파워코리아,Oracle
10001,서비스업,㈜멜팅소울,Google Analytics
10001,서비스업,프롬코퍼레이션㈜,CAN
10001,서비스업,전라상회,Google Analytics
10001,서비스업,프리미엄스파엘 역삼점,Vue.js
10001,서비스업,아슈리온코리아(유),Google Analytics
10001,서비스업,아슈리온코리아(유),SQL
10001,서비스업,에스엠피티㈜,JavaScript
10001,서비스업,티앤오즈,API
10001,서비스업,티앤오즈,Node.js
10001,서비스업,티앤오즈,React
10001,서비스업,티앤오즈,AWS
10001,서비스업,티앤오즈,Next.js
10001,서비스업,㈜락앤런,Google Analytics
10001,서비스업,㈜트루팜,Google Analytics
10001,서비스업,㈜트루팜,Google Optimize
10001,서비스업,㈜캘리스코,Google Analytics
10001,서비스업,골프로봇8㈜,C#
10001,서비스업,골프로봇8㈜,C/C++
10001,서비스업,㈜노랑풍선시티버스,Google Analytics
10001,서비스업,㈜먼치킨,Google Analytics
10001,서비스업,올마이투어,AWS
10001,서비스업,올마이투어,GCP
10001,서비스업,올마이투어,Git
10001,서비스업,올마이투어,Java
10001,서비스업,올마이투어,Jenkins
10001,서비스업,올마이투어,MariaDB
10001,서비스업,올마이투어,MyBatis
10001,서비스업,올마이투어,MySQL
10001,서비스업,올마이투어,Linux
10001,서비스업,올마이투어,Spring
10001,서비스업,㈜디앤지컴퍼니본,HTML
10001,서비스업,㈜피에이치알코리아,API
10001,서비스업,㈜피에이치알코리아,CSS
10001,서비스업,㈜피에이치알코리아,HTML
10001,서비스업,㈜피에이치알코리아,jQuery
10001,서비스업,㈜피에이치알코리아,PHP
10001,서비스업,㈜피에이치알코리아,SQL
10001,서비스업,㈜카일이삼제스퍼,Git
10001,서비스업,㈜카일이삼제스퍼,Java
10001,서비스업,㈜카일이삼제스퍼,MSA
10001,서비스업,㈜카일이삼제스퍼,RDBMS
10001,서비스업,아라마크㈜,Oracle
10001,서비스업,웨스턴팰리스웨딩,Google Optimize
10001,서비스업,호시절,Google Analytics
10001,서비스업,㈜카랑,ASP.NET
10001,서비스업,㈜한차오,Google Analytics
10001,서비스업,㈜투어픽,Google Analytics
10001,서비스업,Manpower Group Malaysia(Experis),Azure
10001,서비스업,인썸파티,Google Analytics
10001,서비스업,인썸파티,Google Optimize
10001,서비스업,렉스코드,React
10001,서비스업,렉스코드,Vue.js
10001,서비스업,렉스코드,REST API
10001,서비스업,㈜지냄,Google Analytics
10001,서비스업,나무컴퍼니,Google Analytics
10001,서비스업,㈜새롭,Google Analytics
10001,서비스업,지노컴퍼니㈜,Google Analytics
10001,서비스업,㈜카카오VX,Docker
10001,서비스업,㈜카카오VX,Jenkins
10001,서비스업,㈜카카오VX,MSSQL
10001,서비스업,㈜카카오VX,MySQL
10001,서비스업,㈜카카오VX,Node.js
10001,서비스업,㈜카카오VX,PHP
10001,서비스업,㈜카카오VX,RDBMS
10001,서비스업,㈜카카오VX,Redis
10001,서비스업,㈜카카오VX,NestJS
10001,서비스업,㈜카카오VX,REST API
10001,서비스업,㈜카카오VX,API
10001,서비스업,㈜카카오VX,CSS
10001,서비스업,㈜카카오VX,JavaScript
10001,서비스업,㈜카카오VX,React
10001,서비스업,㈜카카오VX,SaaS
10001,서비스업,㈜카카오VX,Spring Boot
10001,서비스업,㈜카카오VX,Vue.js
10001,서비스업,늘곁애라이프온㈜,Java
10001,서비스업,늘곁애라이프온㈜,MariaDB
10001,서비스업,(주)시유플래닛,CSS
10001,서비스업,주식회사 미머디,Git
10001,서비스업,주식회사 미머디,Java
10001,서비스업,주식회사 미머디,Swift
10001,서비스업,㈜오토스테이,Node.js
10001,서비스업,㈜오토스테이,React
10001,서비스업,㈜오토스테이,TypeScript
10001,서비스업,㈜오토스테이,Next.js
10001,서비스업,㈜오토스테이,API
10001,서비스업,㈜오토스테이,AWS
10002,금융은행업,㈜사랑모아금융서비스,Java
10002,금융은행업,㈜사랑모아금융서비스,JavaScript
10002,금융은행업,㈜사랑모아금융서비스,MySQL
10002,금융은행업,㈜사랑모아금융서비스,Oracle
10002,금융은행업,㈜사랑모아금융서비스,Python
10002,금융은행업,웰컴페이먼츠㈜,AWS
10002,금융은행업,웰컴페이먼츠㈜,Azure
10002,금융은행업,위루트파이낸셜㈜,Git
10002,금융은행업,위루트파이낸셜㈜,Java
10002,금융은행업,위루트파이낸셜㈜,Ajax
10002,금융은행업,위루트파이낸셜㈜,jQuery
10002,금융은행업,위루트파이낸셜㈜,Spring Boot
10002,금융은행업,위루트파이낸셜㈜,SQL
10002,금융은행업,한패스㈜,MSSQL
10002,금융은행업,한패스㈜,MySQL
10002,금융은행업,한패스㈜,SQL
10002,금융은행업,고려신용정보㈜,Linux
10002,금융은행업,라이나생명보험,MSSQL
10002,금융은행업,인카금융서비스㈜,Pandas
10002,금융은행업,인카금융서비스㈜,Python
10002,금융은행업,인카금융서비스㈜,PyTorch
10002,금융은행업,인카금융서비스㈜,SQL
10002,금융은행업,인카금융서비스㈜,TensorFlow
10002,금융은행업,인카금융서비스㈜,NumPy
10002,금융은행업,인카금융서비스㈜,RAG
10002,금융은행업,위루트파이낸셜㈜,AWS
10002,금융은행업,위루트파이낸셜㈜,JPA
10002,금융은행업,위루트파이낸셜㈜,RDBMS
10002,금융은행업,위루트파이낸셜㈜,React
10002,금융은행업,㈜카카오페이손해보험,AWS
10002,금융은행업,㈜카카오페이손해보험,Docker
10002,금융은행업,㈜카카오페이손해보험,Java
10002,금융은행업,㈜카카오페이손해보험,JavaScript
10002,금융은행업,㈜카카오페이손해보험,Jenkins
10002,금융은행업,㈜카카오페이손해보험,Kubernetes
10002,금융은행업,㈜카카오페이손해보험,Python
10002,금융은행업,㈜카카오페이손해보험,Ansible
10002,금융은행업,㈜카카오페이손해보험,GitHub
10002,금융은행업,㈜카카오페이손해보험,Terraform
10002,금융은행업,키스자산평가㈜,C
10002,금융은행업,키스자산평가㈜,C/C++
10002,금융은행업,키스자산평가㈜,Python
10002,금융은행업,키스자산평가㈜,SQL
10002,금융은행업,주식회사 KB손해보험,Flask
10002,금융은행업,주식회사 KB손해보험,Python
10002,금융은행업,주식회사 KB손해보험,FastAPI
10002,금융은행업,㈜비바리퍼블리카,SQL
10002,금융은행업,㈜에즈금융서비스,Java
10002,금융은행업,㈜에즈금융서비스,JavaScript
10002,금융은행업,㈜에즈금융서비스,jQuery
10002,금융은행업,㈜에즈금융서비스,MariaDB
10002,금융은행업,㈜에즈금융서비스,Node.js
10002,금융은행업,㈜에즈금융서비스,PHP
10002,금융은행업,㈜에즈금융서비스,Python
10002,금융은행업,㈜에즈금융서비스,Redis
10002,금융은행업,㈜에즈금융서비스,Linux
10002,금융은행업,서울평가정보㈜,AWS
10002,금융은행업,서울평가정보㈜,Python
10002,금융은행업,서울평가정보㈜,PyTorch
10002,금융은행업,서울평가정보㈜,REST API
10002,금융은행업,서울평가정보㈜,RAG
10002,금융은행업,비엔케이신용정보,JavaScript
10002,금융은행업,㈜코리아피디에스,Python
10002,금융은행업,㈜에즈금융서비스,Google Analytics
10002,금융은행업,㈜애큐온저축은행,REST API
10002,금융은행업,㈜애큐온저축은행,RAG
10002,금융은행업,㈜이나인페이,API
10002,금융은행업,㈜이나인페이,Java
10002,금융은행업,㈜이나인페이,JPA
10002,금융은행업,㈜이나인페이,MySQL
10002,금융은행업,㈜이나인페이,Oracle
10002,금융은행업,㈜이나인페이,PostgreSQL
10002,금융은행업,㈜이나인페이,RDBMS
10002,금융은행업,㈜이나인페이,Spring Boot
10002,금융은행업,바움피엔에스㈜,Docker
10002,금융은행업,바움피엔에스㈜,Git
10002,금융은행업,바움피엔에스㈜,Java
10002,금융은행업,바움피엔에스㈜,JPA
10002,금융은행업,바움피엔에스㈜,Kotlin
10002,금융은행업,바움피엔에스㈜,Kubernetes
10002,금융은행업,바움피엔에스㈜,MyBatis
10002,금융은행업,바움피엔에스㈜,Spring Boot
10002,금융은행업,고려신용정보㈜,Java
