domain_id,domain_name,기업명,스킬
10007,IT정보통신업,㈜비전스페이스,API
10007,IT정보통신업,㈜비전스페이스,Kubernetes
10007,IT정보통신업,㈜비전스페이스,MSA
10007,IT정보통신업,㈜비전스페이스,LLM
10007,IT정보통신업,㈜다원링크,Nexacro
10007,IT정보통신업,㈜아레스3,Google Analytics
10007,IT정보통신업,㈜아레스3,Google Optimize
10007,IT정보통신업,㈜자리 코퍼레이션,Google Analytics
10007,IT정보통신업,㈜어썸좋은생각,HTML
10007,IT정보통신업,㈜빌드잇,AWS
10007,IT정보통신업,㈜빌드잇,Kotlin
10007,IT정보통신업,㈜빌드잇,Python
10007,IT정보통신업,㈜빌드잇,React
10007,IT정보통신업,㈜빌드잇,Spring
10007,IT정보통신업,㈜빌드잇,TypeScript
10007,IT정보통신업,㈜빌드잇,Vue.js
10007,IT정보통신업,㈜빌드잇,Next.js
10007,IT정보통신업,㈜빌드잇,FastAPI
10007,IT정보통신업,㈜쿡섬,Nexacro
10007,IT정보통신업,NPLEY(엔플레이),CSS
10007,IT정보통신업,NPLEY(엔플레이),JavaScript
10007,IT정보통신업,정소프트,CSS
10007,IT정보통신업,정소프트,Java
10007,IT정보통신업,정소프트,JavaScript
10007,IT정보통신업,정소프트,JSP
10007,IT정보통신업,정소프트,Node.js
10007,IT정보통신업,정소프트,React
10007,IT정보통신업,정소프트,Spring
10007,IT정보통신업,정소프트,DBMS
10007,IT정보통신업,㈜공감데이터,Git
10007,IT정보통신업,㈜공감데이터,Java
10007,IT정보통신업,(주)스마트로,C
10007,IT정보통신업,(주)스마트로,Java
10007,IT정보통신업,(주)스마트로,JavaScript
10007,IT정보통신업,(주)스마트로,MSSQL
10007,IT정보통신업,(주)스마트로,MySQL
10007,IT정보통신업,(주)스마트로,Oracle
10007,IT정보통신업,(주)스마트로,RDBMS
10007,IT정보통신업,㈜트랜스코스모스코리아,HTML
10007,IT정보통신업,아시아나IDT㈜,Docker
10007,IT정보통신업,아시아나IDT㈜,Java
10007,IT정보통신업,아시아나IDT㈜,MySQL
10007,IT정보통신업,아시아나IDT㈜,Node.js
10007,IT정보통신업,아시아나IDT㈜,Oracle
10007,IT정보통신업,아시아나IDT㈜,PostgreSQL
10007,IT정보통신업,아시아나IDT㈜,Spring
10007,IT정보통신업,아시아나IDT㈜,Vue.js
10007,IT정보통신업,아시아나IDT㈜,Linux
10007,IT정보통신업,㈜어니스트플라워,Google Analytics
10007,IT정보통신업,㈜어니스트플라워,Google Optimize
10007,IT정보통신업,㈜어니스트플라워,Tableau
